Feature	Gain	Cover	Frequency
azar_under	0.471046271412108	0.0264600217176391	0.0198578595317726
ctrx_quarter	0.102809665007897	0.00426297378824638	0.00355351170568562
mcaja_ahorro_rank	0.0453455506845102	0.00690095965453496	0.00585284280936455
mcuentas_saldo_rank	0.032768327776111	0.00992797859887444	0.0114966555183947
cpayroll_trx	0.026366405743264	0.0107220033606682	0.00689799331103679
ctrx_quarter_normalizado	0.0215454741954808	0.00732247685217789	0.006061872909699
ctrx_quarter_normalizado_avg3	0.016103119449356	0.00107491940097748	0.000836120401337793
mtarjeta_visa_consumo_rank	0.0133796611033894	0.00658081639621638	0.00627090301003345
cdescubierto_preacordado_tend3	0.0102270779559776	0.00405898946324716	0.00167224080267559
mprestamos_personales_rank	0.00974091551022713	0.0144910485982857	0.0104515050167224
vm_status06	0.00931481626541142	0.00051922019687066	0.000418060200668896
vm_status04_tend3	0.00875158618878355	0.00220539859900477	0.00104515050167224
Visa_mpagospesos_rank	0.00733230628600802	0.00120278582659049	0.00292642140468227
mcuenta_corriente_rank	0.00584775656551538	0.006469481069806	0.00773411371237458
ctarjeta_visa_transacciones	0.00555587083712249	0.00392183956664431	0.00438963210702341
vm_status01	0.00552649800330129	0.000713846347458518	0.000627090301003345
mpayroll_rank	0.00547812701458	0.00436982481487728	0.00355351170568562
mpayroll_sobre_edad_rank	0.00490775919979217	0.00779987639809251	0.0052257525083612
cdescubierto_preacordado	0.00423853244232031	0.00520051848419363	0.00334448160535117
ctrx_quarter_delta1	0.00387852441061498	0.00473236610480231	0.00627090301003345
cproductos_tend3	0.00367713907488475	0.00272390178266143	0.00209030100334448
mprestamos_personales_rank_lag1	0.00361290619527577	0.00191752931327003	0.00167224080267559
vm_mpagominimo_rank	0.00355007338171181	0.0050392414769292	0.00334448160535117
foto_mes	0.00335644382950765	0.00713916792086846	0.0112876254180602
ctarjeta_visa	0.00329791151934251	0.000448807684032476	0.000209030100334448
mprestamos_personales_rank_delta2	0.00323602808988606	0.00618908631519988	0.00418060200668896
mpasivos_margen_rank	0.00318579472661826	0.00269954776908404	0.00376254180602007
mpasivos_margen_rank_avg3	0.00317205730723353	0.00265926796346715	0.00271739130434783
vm_Finiciomora	0.00306487495571528	0.00820464257524516	0.00355351170568562
vm_msaldopesos_rank	0.00280994141463471	0.0013763211766119	0.00188127090301003
